workerid,rt,trial_type,stim_type,stim_property,stim_determiner,trialNum,stim_prevalence,trial_num,response,stim_category
35,3824,truth_conditions,accidental,rotting teeth,generic,10,10,NA,False,krivels
35,6007,truth_conditions,accidental,itchy tails,generic,11,50,NA,False,javs
35,3216,truth_conditions,accidental,sore teeth,generic,12,30,NA,False,kazzes
35,5504,truth_conditions,accidental,swollen ears,generic,13,10,NA,False,ollers
35,2432,truth_conditions,accidental,swollen skin,generic,14,10,NA,False,morseths
35,3296,truth_conditions,accidental,broken tails,generic,15,10,NA,False,stups
35,2472,truth_conditions,accidental,wet fur,generic,16,70,NA,True,ludinos
35,3240,truth_conditions,accidental,wet feathers,generic,17,50,NA,False,lorches
35,4223,truth_conditions,accidental,infected scales,generic,18,90,NA,True,trufts
35,4943,truth_conditions,accidental,infected ears,generic,19,30,NA,False,cheebas
36,30096,truth_conditions,accidental,infected ears,generic,0,10,NA,True,kweps
36,10208,truth_conditions,accidental,swollen ears,generic,1,90,NA,True,ludinos
36,11092,truth_conditions,accidental,sore teeth,generic,2,70,NA,True,frams
36,10994,truth_conditions,accidental,infected scales,generic,3,90,NA,True,morseths
36,10116,truth_conditions,accidental,cracked shells,generic,4,70,NA,True,luzaks
36,15671,truth_conditions,accidental,wet feathers,generic,5,10,NA,False,lorches
36,7037,truth_conditions,accidental,itchy skin,generic,6,50,NA,True,krivels
36,10117,truth_conditions,accidental,muddy feathers,generic,7,10,NA,False,taifels
36,11180,truth_conditions,accidental,fungus-covered claws,generic,8,50,NA,True,blins
36,15918,truth_conditions,accidental,broken tails,generic,9,30,NA,True,stups
36,6773,truth_conditions,accidental,fungus-covered scales,generic,10,70,NA,True,sapers
36,9108,truth_conditions,accidental,broken legs,generic,11,50,NA,True,kazzes
36,7084,truth_conditions,accidental,wet fur,generic,12,30,NA,False,zorbs
36,7435,truth_conditions,accidental,swollen skin,generic,13,30,NA,False,zoovs
36,6035,truth_conditions,accidental,rotting shells,generic,14,10,NA,False,trufts
36,9767,truth_conditions,accidental,muddy fur,generic,15,70,NA,True,noobs
36,6205,truth_conditions,accidental,itchy tails,generic,16,50,NA,True,elleps
36,7278,truth_conditions,accidental,rotting teeth,generic,17,90,NA,True,ollers
36,6658,truth_conditions,accidental,cracked claws,generic,18,90,NA,True,thups
36,6028,truth_conditions,accidental,sore legs,generic,19,30,NA,False,reesles
37,6053,truth_conditions,accidental,rotting teeth,generic,0,30,NA,False,zoovs
37,6803,truth_conditions,accidental,fungus-covered scales,generic,1,70,NA,False,feps
37,5831,truth_conditions,accidental,sore legs,generic,2,50,NA,False,thups
37,5096,truth_conditions,accidental,broken tails,generic,3,90,NA,True,ackles
37,3033,truth_conditions,accidental,rotting shells,generic,4,30,NA,False,javs
37,2231,truth_conditions,accidental,cracked claws,generic,5,50,NA,False,stups
37,2295,truth_conditions,accidental,itchy skin,generic,6,70,NA,False,glippets
37,2087,truth_conditions,accidental,wet feathers,generic,7,10,NA,False,kweps
37,4911,truth_conditions,accidental,infected scales,generic,8,50,NA,False,morseths
37,1928,truth_conditions,accidental,infected ears,generic,9,90,NA,True,dorbs
37,3120,truth_conditions,accidental,swollen ears,generic,10,70,NA,False,moxes
37,4195,truth_conditions,accidental,itchy tails,generic,11,10,NA,False,elleps
37,1931,truth_conditions,accidental,muddy fur,generic,12,90,NA,True,cheebas
37,4245,truth_conditions,accidental,muddy feathers,generic,13,70,NA,False,noobs
37,1611,truth_conditions,accidental,sore teeth,generic,14,30,NA,False,reesles
37,2831,truth_conditions,accidental,wet fur,generic,15,10,NA,False,krivels
37,2135,truth_conditions,accidental,broken legs,generic,16,90,NA,True,trufts
37,3232,truth_conditions,accidental,swollen skin,generic,17,30,NA,False,ludinos
37,1599,truth_conditions,accidental,cracked shells,generic,18,10,NA,False,plovs
37,4192,truth_conditions,accidental,fungus-covered claws,generic,19,50,NA,False,blins
38,5842,implied_prevalence,accidental,itchy skin,generic,NA,NA,0,90,reesles
38,5215,implied_prevalence,accidental,swollen ears,generic,NA,NA,1,80,elleps
38,3263,implied_prevalence,accidental,fungus-covered claws,generic,NA,NA,2,100,stups
38,3456,implied_prevalence,accidental,wet feathers,generic,NA,NA,3,50,ollers
38,3328,implied_prevalence,accidental,fungus-covered scales,generic,NA,NA,4,70,ackles
38,2287,implied_prevalence,accidental,sore teeth,generic,NA,NA,5,80,morseths
38,2744,implied_prevalence,accidental,cracked claws,generic,NA,NA,6,60,glippets
38,2296,implied_prevalence,accidental,broken tails,generic,NA,NA,7,70,luzaks
38,2840,implied_prevalence,accidental,muddy feathers,generic,NA,NA,8,30,noobs
38,2232,implied_prevalence,accidental,rotting teeth,generic,NA,NA,9,10,mooks
38,2030,implied_prevalence,accidental,cracked shells,generic,NA,NA,10,40,lorches
38,2782,implied_prevalence,accidental,swollen skin,generic,NA,NA,11,100,thups
38,1816,implied_prevalence,accidental,wet fur,generic,NA,NA,12,50,frams
38,2079,implied_prevalence,accidental,infected ears,generic,NA,NA,13,60,zoovs
38,2821,implied_prevalence,accidental,rotting shells,generic,NA,NA,14,40,krivels
38,2495,implied_prevalence,accidental,muddy fur,generic,NA,NA,15,10,javs
38,2440,implied_prevalence,accidental,itchy tails,generic,NA,NA,16,40,zorbs
38,2230,implied_prevalence,accidental,sore legs,generic,NA,NA,17,50,taifels
38,2514,implied_prevalence,accidental,broken legs,generic,NA,NA,18,10,moxes
38,2195,implied_prevalence,accidental,infected scales,generic,NA,NA,19,40,trufts
39,5530,truth_conditions,accidental,sore teeth,generic,0,50,NA,False,sapers
39,2703,truth_conditions,accidental,wet fur,generic,1,50,NA,False,lorches
39,2757,truth_conditions,accidental,sore legs,generic,2,30,NA,False,morseths
39,3655,truth_conditions,accidental,infected scales,generic,3,30,NA,False,daiths
39,1603,truth_conditions,accidental,muddy feathers,generic,4,50,NA,False,moxes
39,1889,truth_conditions,accidental,fungus-covered claws,generic,5,70,NA,False,mooks
39,1534,truth_conditions,accidental,swollen ears,generic,6,10,NA,False,blins
39,1912,truth_conditions,accidental,cracked shells,generic,7,90,NA,False,dorbs
39,2506,truth_conditions,accidental,broken tails,generic,8,90,NA,False,glippets
39,1830,truth_conditions,accidental,infected ears,generic,9,50,NA,False,kazzes
39,1956,truth_conditions,accidental,fungus-covered scales,generic,10,70,NA,False,taifels
39,2574,truth_conditions,accidental,wet feathers,generic,11,90,NA,False,noobs
39,1989,truth_conditions,accidental,swollen skin,generic,12,10,NA,False,zorbs
39,1561,truth_conditions,accidental,cracked claws,generic,13,30,NA,False,javs
39,2674,truth_conditions,accidental,muddy fur,generic,14,10,NA,False,cheebas
39,1444,truth_conditions,accidental,itchy tails,generic,15,70,NA,False,thups
39,2306,truth_conditions,accidental,itchy skin,generic,16,70,NA,False,feps
39,2198,truth_conditions,accidental,broken legs,generic,17,90,NA,False,reesles
39,2191,truth_conditions,accidental,rotting shells,generic,18,30,NA,False,krivels
39,1485,truth_conditions,accidental,rotting teeth,generic,19,10,NA,False,elleps
40,34933,truth_conditions,accidental,infected ears,generic,0,50,NA,False,ollers
40,18471,truth_conditions,accidental,broken tails,generic,1,50,NA,False,luzaks
40,11623,truth_conditions,accidental,rotting shells,generic,2,90,NA,False,mooks
40,13281,truth_conditions,accidental,infected scales,generic,3,90,NA,False,reesles
40,15125,truth_conditions,accidental,fungus-covered scales,generic,4,50,NA,False,krivels
40,8032,truth_conditions,accidental,itchy skin,generic,5,30,NA,False,thups
40,9631,truth_conditions,accidental,rotting teeth,generic,6,30,NA,False,lorches
40,14686,truth_conditions,accidental,muddy feathers,generic,7,70,NA,False,feps
40,45125,truth_conditions,accidental,cracked claws,generic,8,70,NA,False,sapers
40,7157,truth_conditions,accidental,wet feathers,generic,9,10,NA,False,glippets
40,7852,truth_conditions,accidental,wet fur,generic,10,50,NA,False,cheebas
40,3539,truth_conditions,accidental,itchy tails,generic,11,10,NA,False,zoovs
40,5528,truth_conditions,accidental,cracked shells,generic,12,90,NA,False,moxes
40,3864,truth_conditions,accidental,fungus-covered claws,generic,13,10,NA,False,javs
40,2907,truth_conditions,accidental,muddy fur,generic,14,90,NA,False,dorbs
40,2571,truth_conditions,accidental,swollen ears,generic,15,70,NA,False,daiths
40,8113,truth_conditions,accidental,sore legs,generic,16,30,NA,False,kazzes
40,9282,truth_conditions,accidental,sore teeth,generic,17,30,NA,False,elleps
40,17935,truth_conditions,accidental,swollen skin,generic,18,10,NA,False,frams
40,13006,truth_conditions,accidental,broken legs,generic,19,70,NA,False,stups
41,6634,truth_conditions,accidental,rotting shells,generic,0,90,NA,True,lorches
41,5869,truth_conditions,accidental,cracked claws,generic,1,30,NA,False,zorbs
41,5778,truth_conditions,accidental,rotting teeth,generic,2,70,NA,True,elleps
41,3848,truth_conditions,accidental,swollen ears,generic,3,10,NA,True,blins
41,5356,truth_conditions,accidental,broken legs,generic,4,10,NA,False,reesles
41,11982,truth_conditions,accidental,muddy fur,generic,5,90,NA,True,frams
41,4819,truth_conditions,accidental,broken tails,generic,6,50,NA,True,ludinos
41,3137,truth_conditions,accidental,infected ears,generic,7,30,NA,False,luzaks
41,3176,truth_conditions,accidental,sore legs,generic,8,10,NA,False,plovs
41,3452,truth_conditions,accidental,wet feathers,generic,9,50,NA,True,dorbs
41,4996,truth_conditions,accidental,sore teeth,generic,10,70,NA,True,noobs
41,4581,truth_conditions,accidental,infected scales,generic,11,50,NA,True,krivels
41,4350,truth_conditions,accidental,swollen skin,generic,12,90,NA,True,moxes
41,4145,truth_conditions,accidental,itchy tails,generic,13,10,NA,False,taifels
41,3051,truth_conditions,accidental,fungus-covered scales,generic,14,50,NA,True,mooks
41,3039,truth_conditions,accidental,muddy feathers,generic,15,30,NA,False,stups
41,3435,truth_conditions,accidental,itchy skin,generic,16,90,NA,True,sapers
41,2843,truth_conditions,accidental,cracked shells,generic,17,70,NA,True,thups
41,13039,truth_conditions,accidental,wet fur,generic,18,30,NA,False,trufts
41,3510,truth_conditions,accidental,fungus-covered claws,generic,19,70,NA,True,kazzes
42,7499,truth_conditions,accidental,broken legs,generic,0,10,NA,True,thups
42,3836,truth_conditions,accidental,rotting shells,generic,1,50,NA,False,reesles
42,3048,truth_conditions,accidental,muddy feathers,generic,2,70,NA,True,elleps
42,3543,truth_conditions,accidental,itchy skin,generic,3,90,NA,False,lorches
42,4096,truth_conditions,accidental,sore legs,generic,4,90,NA,False,frams
42,2998,truth_conditions,accidental,broken tails,generic,5,30,NA,True,ackles
42,4536,truth_conditions,accidental,fungus-covered claws,generic,6,10,NA,True,zoovs
42,5231,truth_conditions,accidental,itchy tails,generic,7,10,NA,True,sapers
42,3271,truth_conditions,accidental,infected scales,generic,8,70,NA,False,trufts
42,3423,truth_conditions,accidental,swollen skin,generic,9,30,NA,False,glippets
42,3639,truth_conditions,accidental,muddy fur,generic,10,50,NA,False,moxes
42,3823,truth_conditions,accidental,swollen ears,generic,11,90,NA,True,luzaks
42,3296,truth_conditions,accidental,wet fur,generic,12,50,NA,False,javs
42,4128,truth_conditions,accidental,fungus-covered scales,generic,13,70,NA,False,dorbs
42,3729,truth_conditions,accidental,cracked shells,generic,14,30,NA,True,noobs
42,2686,truth_conditions,accidental,infected ears,generic,15,90,NA,False,cheebas
42,3143,truth_conditions,accidental,sore teeth,generic,16,70,NA,False,stups
42,2728,truth_conditions,accidental,wet feathers,generic,17,50,NA,True,taifels
42,2768,truth_conditions,accidental,cracked claws,generic,18,30,NA,True,kazzes
42,3416,truth_conditions,accidental,rotting teeth,generic,19,10,NA,True,ollers
43,6524,implied_prevalence,accidental,muddy fur,generic,NA,NA,0,90,kazzes
43,3549,implied_prevalence,accidental,infected scales,generic,NA,NA,1,90,zoovs
43,2508,implied_prevalence,accidental,sore legs,generic,NA,NA,2,90,mooks
43,2711,implied_prevalence,accidental,swollen ears,generic,NA,NA,3,90,noobs
43,2673,implied_prevalence,accidental,muddy feathers,generic,NA,NA,4,90,feps
43,3107,implied_prevalence,accidental,cracked claws,generic,NA,NA,5,90,trufts
43,2643,implied_prevalence,accidental,fungus-covered claws,generic,NA,NA,6,90,javs
43,3145,implied_prevalence,accidental,itchy skin,generic,NA,NA,7,90,stups
43,2189,implied_prevalence,accidental,rotting teeth,generic,NA,NA,8,90,dorbs
43,3064,implied_prevalence,accidental,fungus-covered scales,generic,NA,NA,9,90,ackles
43,4169,implied_prevalence,accidental,broken tails,generic,NA,NA,10,90,zorbs
43,2303,implied_prevalence,accidental,infected ears,generic,NA,NA,11,90,glippets
43,2640,implied_prevalence,accidental,itchy tails,generic,NA,NA,12,90,plovs
43,2648,implied_prevalence,accidental,wet fur,generic,NA,NA,13,90,blins
43,2223,implied_prevalence,accidental,wet feathers,generic,NA,NA,14,90,morseths
43,3015,implied_prevalence,accidental,cracked shells,generic,NA,NA,15,90,elleps
43,2207,implied_prevalence,accidental,sore teeth,generic,NA,NA,16,90,ludinos
43,2222,implied_prevalence,accidental,broken legs,generic,NA,NA,17,90,ollers
43,3754,implied_prevalence,accidental,rotting shells,generic,NA,NA,18,90,krivels
43,2407,implied_prevalence,accidental,swollen skin,generic,NA,NA,19,90,moxes
44,12902,truth_conditions,accidental,sore legs,generic,0,70,NA,True,trufts
44,4875,truth_conditions,accidental,rotting shells,generic,1,70,NA,True,kazzes
44,4422,truth_conditions,accidental,fungus-covered scales,generic,2,50,NA,True,dorbs
44,4773,truth_conditions,accidental,fungus-covered claws,generic,3,90,NA,True,reesles
44,5117,truth_conditions,accidental,wet fur,generic,4,10,NA,False,stups
44,4448,truth_conditions,accidental,rotting teeth,generic,5,30,NA,False,mooks
44,2621,truth_conditions,accidental,muddy feathers,generic,6,50,NA,True,plovs
44,4534,truth_conditions,accidental,broken legs,generic,7,30,NA,False,feps
44,2316,truth_conditions,accidental,cracked shells,generic,8,50,NA,True,lorches
44,3072,truth_conditions,accidental,cracked claws,generic,9,30,NA,False,thups
44,3272,truth_conditions,accidental,muddy fur,generic,10,90,NA,True,sapers
44,2757,truth_conditions,accidental,sore teeth,generic,11,30,NA,False,luzaks
44,2100,truth_conditions,accidental,swollen skin,generic,12,90,NA,True,zorbs
44,2700,truth_conditions,accidental,wet feathers,generic,13,10,NA,False,morseths
44,2566,truth_conditions,accidental,broken tails,generic,14,50,NA,True,glippets
44,2560,truth_conditions,accidental,infected scales,generic,15,10,NA,False,frams
44,2393,truth_conditions,accidental,swollen ears,generic,16,70,NA,True,daiths
44,4930,truth_conditions,accidental,itchy tails,generic,17,10,NA,False,elleps
44,2057,truth_conditions,accidental,infected ears,generic,18,70,NA,True,ackles
44,3370,truth_conditions,accidental,itchy skin,generic,19,90,NA,True,ollers
45,6060,implied_prevalence,accidental,muddy fur,generic,NA,NA,0,85,luzaks
45,4994,implied_prevalence,accidental,rotting shells,generic,NA,NA,1,85,daiths
45,5557,implied_prevalence,accidental,cracked claws,generic,NA,NA,2,45,lorches
45,4456,implied_prevalence,accidental,muddy feathers,generic,NA,NA,3,85,moxes
45,5248,implied_prevalence,accidental,sore teeth,generic,NA,NA,4,45,frams
45,6488,implied_prevalence,accidental,fungus-covered scales,generic,NA,NA,5,85,blins
45,4945,implied_prevalence,accidental,infected scales,generic,NA,NA,6,45,glippets
45,4895,implied_prevalence,accidental,itchy tails,generic,NA,NA,7,85,plovs
45,4880,implied_prevalence,accidental,cracked shells,generic,NA,NA,8,45,taifels
45,6039,implied_prevalence,accidental,wet fur,generic,NA,NA,9,95,morseths
45,3488,implied_prevalence,accidental,wet feathers,generic,NA,NA,10,95,krivels
45,4326,implied_prevalence,accidental,sore legs,generic,NA,NA,11,65,elleps
45,3976,implied_prevalence,accidental,infected ears,generic,NA,NA,12,45,zorbs
45,3672,implied_prevalence,accidental,swollen skin,generic,NA,NA,13,85,javs
45,3871,implied_prevalence,accidental,fungus-covered claws,generic,NA,NA,14,45,sapers
45,4001,implied_prevalence,accidental,swollen ears,generic,NA,NA,15,65,kazzes
45,4656,implied_prevalence,accidental,broken legs,generic,NA,NA,16,35,stups
45,3446,implied_prevalence,accidental,itchy skin,generic,NA,NA,17,85,reesles
45,4001,implied_prevalence,accidental,broken tails,generic,NA,NA,18,65,feps
45,3871,implied_prevalence,accidental,rotting teeth,generic,NA,NA,19,65,ackles
46,23150,truth_conditions,accidental,swollen ears,generic,0,50,NA,True,glippets
46,8250,truth_conditions,accidental,broken tails,generic,1,70,NA,True,trufts
46,20127,truth_conditions,accidental,muddy feathers,generic,2,50,NA,False,kazzes
46,3593,truth_conditions,accidental,swollen skin,generic,3,90,NA,True,mooks
46,5495,truth_conditions,accidental,itchy skin,generic,4,90,NA,True,plovs
46,3048,truth_conditions,accidental,wet fur,generic,5,10,NA,False,krivels
46,5999,truth_conditions,accidental,itchy tails,generic,6,70,NA,True,stups
46,4618,truth_conditions,accidental,broken legs,generic,7,30,NA,False,sapers
46,4900,truth_conditions,accidental,fungus-covered claws,generic,8,30,NA,False,noobs
46,6682,truth_conditions,accidental,fungus-covered scales,generic,9,50,NA,True,feps
46,3595,truth_conditions,accidental,muddy fur,generic,10,70,NA,True,elleps
46,4342,truth_conditions,accidental,rotting shells,generic,11,90,NA,True,blins
46,8327,truth_conditions,accidental,cracked shells,generic,12,90,NA,True,ludinos
46,6320,truth_conditions,accidental,sore legs,generic,13,30,NA,False,ackles
46,3384,truth_conditions,accidental,rotting teeth,generic,14,10,NA,False,reesles
46,6551,truth_conditions,accidental,cracked claws,generic,15,30,NA,False,kweps
46,3344,truth_conditions,accidental,infected scales,generic,16,10,NA,False,taifels
46,5120,truth_conditions,accidental,wet feathers,generic,17,50,NA,False,morseths
46,3736,truth_conditions,accidental,sore teeth,generic,18,10,NA,False,daiths
46,3416,truth_conditions,accidental,infected ears,generic,19,70,NA,True,dorbs
47,8148,implied_prevalence,accidental,cracked claws,generic,NA,NA,0,100,morseths
47,4531,implied_prevalence,accidental,muddy feathers,generic,NA,NA,1,100,ludinos
47,4881,implied_prevalence,accidental,fungus-covered claws,generic,NA,NA,2,100,kazzes
47,3913,implied_prevalence,accidental,itchy skin,generic,NA,NA,3,100,noobs
47,4327,implied_prevalence,accidental,infected scales,generic,NA,NA,4,100,zorbs
47,4186,implied_prevalence,accidental,sore teeth,generic,NA,NA,5,100,zoovs
47,4475,implied_prevalence,accidental,rotting shells,generic,NA,NA,6,100,kweps
47,6233,implied_prevalence,accidental,muddy fur,generic,NA,NA,7,100,moxes
47,4126,implied_prevalence,accidental,broken tails,generic,NA,NA,8,100,plovs
47,4342,implied_prevalence,accidental,itchy tails,generic,NA,NA,9,100,ollers
47,3728,implied_prevalence,accidental,wet fur,generic,NA,NA,10,100,taifels
47,3556,implied_prevalence,accidental,swollen skin,generic,NA,NA,11,100,thups
47,3490,implied_prevalence,accidental,sore legs,generic,NA,NA,12,100,feps
47,3602,implied_prevalence,accidental,infected ears,generic,NA,NA,13,100,cheebas
47,3554,implied_prevalence,accidental,rotting teeth,generic,NA,NA,14,100,krivels
47,4313,implied_prevalence,accidental,wet feathers,generic,NA,NA,15,100,ackles
47,8748,implied_prevalence,accidental,broken legs,generic,NA,NA,16,100,blins
47,3623,implied_prevalence,accidental,cracked shells,generic,NA,NA,17,100,glippets
47,3446,implied_prevalence,accidental,fungus-covered scales,generic,NA,NA,18,100,sapers
47,2791,implied_prevalence,accidental,swollen ears,generic,NA,NA,19,100,stups
48,2415,truth_conditions,accidental,broken tails,generic,0,90,NA,True,reesles
48,1737,truth_conditions,accidental,fungus-covered scales,generic,1,70,NA,True,ollers
48,2972,truth_conditions,accidental,sore teeth,generic,2,50,NA,False,ackles
48,2003,truth_conditions,accidental,swollen skin,generic,3,30,NA,True,kazzes
48,2103,truth_conditions,accidental,rotting shells,generic,4,70,NA,False,taifels
48,1859,truth_conditions,accidental,cracked shells,generic,5,10,NA,False,ludinos
48,1851,truth_conditions,accidental,wet feathers,generic,6,50,NA,True,plovs
48,1700,truth_conditions,accidental,infected ears,generic,7,30,NA,False,daiths
48,1854,truth_conditions,accidental,fungus-covered claws,generic,8,30,NA,True,kweps
48,1907,truth_conditions,accidental,sore legs,generic,9,90,NA,True,mooks
48,2068,truth_conditions,accidental,swollen ears,generic,10,10,NA,True,cheebas
48,2222,truth_conditions,accidental,broken legs,generic,11,10,NA,True,luzaks
48,1836,truth_conditions,accidental,cracked claws,generic,12,90,NA,False,elleps
48,49893,truth_conditions,accidental,muddy feathers,generic,13,70,NA,True,krivels
48,13142,truth_conditions,accidental,itchy tails,generic,14,90,NA,True,feps
48,2555,truth_conditions,accidental,muddy fur,generic,15,70,NA,False,sapers
48,2519,truth_conditions,accidental,rotting teeth,generic,16,50,NA,True,noobs
48,2107,truth_conditions,accidental,itchy skin,generic,17,30,NA,True,blins
48,2386,truth_conditions,accidental,infected scales,generic,18,50,NA,True,thups
48,17148,truth_conditions,accidental,wet fur,generic,19,10,NA,True,lorches
49,8031,truth_conditions,accidental,swollen ears,generic,0,10,NA,True,glippets
49,5019,truth_conditions,accidental,cracked shells,generic,1,50,NA,False,krivels
49,2959,truth_conditions,accidental,fungus-covered claws,generic,2,30,NA,False,blins
49,2527,truth_conditions,accidental,itchy skin,generic,3,30,NA,True,mooks
49,1961,truth_conditions,accidental,rotting shells,generic,4,70,NA,False,moxes
49,1976,truth_conditions,accidental,broken tails,generic,5,30,NA,True,lorches
49,2024,truth_conditions,accidental,muddy feathers,generic,6,90,NA,True,elleps
49,2490,truth_conditions,accidental,rotting teeth,generic,7,70,NA,False,reesles
49,2009,truth_conditions,accidental,sore teeth,generic,8,50,NA,False,taifels
49,2137,truth_conditions,accidental,cracked claws,generic,9,30,NA,True,trufts
49,1440,truth_conditions,accidental,wet feathers,generic,10,10,NA,True,zoovs
49,2914,truth_conditions,accidental,itchy tails,generic,11,90,NA,False,noobs
49,5428,truth_conditions,accidental,sore legs,generic,12,70,NA,False,daiths
49,1585,truth_conditions,accidental,muddy fur,generic,13,10,NA,True,luzaks
49,1386,truth_conditions,accidental,infected ears,generic,14,10,NA,True,kweps
49,1913,truth_conditions,accidental,wet fur,generic,15,50,NA,True,feps
49,2284,truth_conditions,accidental,infected scales,generic,16,90,NA,False,plovs
49,2788,truth_conditions,accidental,fungus-covered scales,generic,17,90,NA,False,morseths
49,2210,truth_conditions,accidental,swollen skin,generic,18,50,NA,False,thups
49,1843,truth_conditions,accidental,broken legs,generic,19,70,NA,False,stups
50,13464,truth_conditions,accidental,rotting teeth,generic,0,70,NA,True,stups
50,6643,truth_conditions,accidental,rotting shells,generic,1,30,NA,False,morseths
50,10072,truth_conditions,accidental,wet feathers,generic,2,30,NA,False,ollers
50,5369,truth_conditions,accidental,swollen skin,generic,3,30,NA,False,ludinos
50,4415,truth_conditions,accidental,swollen ears,generic,4,90,NA,True,krivels
50,7064,truth_conditions,accidental,wet fur,generic,5,30,NA,False,kweps
50,4167,truth_conditions,accidental,infected ears,generic,6,90,NA,True,glippets
50,5251,truth_conditions,accidental,cracked shells,generic,7,10,NA,False,blins
50,4446,truth_conditions,accidental,broken legs,generic,8,10,NA,False,taifels
50,2646,truth_conditions,accidental,muddy fur,generic,9,90,NA,True,ackles
50,6401,truth_conditions,accidental,fungus-covered scales,generic,10,50,NA,True,thups
50,2432,truth_conditions,accidental,sore legs,generic,11,50,NA,True,kazzes
50,2431,truth_conditions,accidental,itchy skin,generic,12,70,NA,True,plovs
50,2775,truth_conditions,accidental,broken tails,generic,13,90,NA,True,mooks
50,2592,truth_conditions,accidental,cracked claws,generic,14,70,NA,True,cheebas
50,2576,truth_conditions,accidental,muddy feathers,generic,15,10,NA,False,feps
50,2151,truth_conditions,accidental,itchy tails,generic,16,50,NA,True,noobs
50,2680,truth_conditions,accidental,sore teeth,generic,17,10,NA,False,frams
50,3079,truth_conditions,accidental,fungus-covered claws,generic,18,50,NA,True,reesles
50,3183,truth_conditions,accidental,infected scales,generic,19,70,NA,True,luzaks
51,8602,truth_conditions,accidental,sore teeth,generic,0,30,NA,True,blins
51,6252,truth_conditions,accidental,fungus-covered claws,generic,1,30,NA,True,luzaks
51,4141,truth_conditions,accidental,itchy skin,generic,2,90,NA,True,plovs
51,5479,truth_conditions,accidental,sore legs,generic,3,70,NA,True,noobs
51,2959,truth_conditions,accidental,rotting teeth,generic,4,30,NA,False,zorbs
51,1647,truth_conditions,accidental,infected ears,generic,5,30,NA,False,reesles
51,3165,truth_conditions,accidental,infected scales,generic,6,90,NA,True,trufts
51,2240,truth_conditions,accidental,swollen ears,generic,7,70,NA,True,thups
51,4327,truth_conditions,accidental,cracked claws,generic,8,50,NA,True,morseths
51,12414,truth_conditions,accidental,wet fur,generic,9,50,NA,True,cheebas
51,3001,truth_conditions,accidental,fungus-covered scales,generic,10,10,NA,False,moxes
51,1880,truth_conditions,accidental,wet feathers,generic,11,50,NA,True,mooks
51,3384,truth_conditions,accidental,broken tails,generic,12,10,NA,False,sapers
51,2626,truth_conditions,accidental,itchy tails,generic,13,90,NA,True,glippets
51,2949,truth_conditions,accidental,rotting shells,generic,14,70,NA,True,dorbs
51,2927,truth_conditions,accidental,cracked shells,generic,15,10,NA,False,elleps
51,3017,truth_conditions,accidental,muddy feathers,generic,16,90,NA,True,ollers
51,2967,truth_conditions,accidental,swollen skin,generic,17,70,NA,True,kweps
51,1882,truth_conditions,accidental,muddy fur,generic,18,10,NA,False,frams
51,1773,truth_conditions,accidental,broken legs,generic,19,50,NA,True,stups
52,5706,truth_conditions,accidental,infected scales,generic,0,70,NA,True,ludinos
52,6317,truth_conditions,accidental,wet feathers,generic,1,30,NA,True,javs
52,15868,truth_conditions,accidental,broken legs,generic,2,50,NA,True,taifels
52,7712,truth_conditions,accidental,infected ears,generic,3,10,NA,True,feps
52,5058,truth_conditions,accidental,rotting shells,generic,4,70,NA,True,sapers
52,4631,truth_conditions,accidental,swollen skin,generic,5,30,NA,True,trufts
52,2590,truth_conditions,accidental,itchy skin,generic,6,10,NA,True,kweps
52,3870,truth_conditions,accidental,wet fur,generic,7,90,NA,True,moxes
52,3565,truth_conditions,accidental,muddy fur,generic,8,90,NA,True,reesles
52,2131,truth_conditions,accidental,swollen ears,generic,9,90,NA,True,dorbs
52,2680,truth_conditions,accidental,fungus-covered claws,generic,10,90,NA,True,ackles
52,3828,truth_conditions,accidental,sore teeth,generic,11,70,NA,True,stups
52,5474,truth_conditions,accidental,broken tails,generic,12,10,NA,True,noobs
52,4876,truth_conditions,accidental,cracked shells,generic,13,30,NA,True,ollers
52,3713,truth_conditions,accidental,muddy feathers,generic,14,50,NA,True,elleps
52,2385,truth_conditions,accidental,sore legs,generic,15,70,NA,True,glippets
52,1849,truth_conditions,accidental,itchy tails,generic,16,10,NA,True,blins
52,6355,truth_conditions,accidental,rotting teeth,generic,17,50,NA,True,zoovs
52,5179,truth_conditions,accidental,cracked claws,generic,18,30,NA,True,daiths
52,2693,truth_conditions,accidental,fungus-covered scales,generic,19,50,NA,True,lorches
53,9524,truth_conditions,accidental,broken tails,generic,0,70,NA,False,cheebas
53,5231,truth_conditions,accidental,muddy feathers,generic,1,50,NA,False,glippets
53,4038,truth_conditions,accidental,sore legs,generic,2,70,NA,True,ludinos
53,4368,truth_conditions,accidental,muddy fur,generic,3,50,NA,False,elleps
53,2343,truth_conditions,accidental,infected ears,generic,4,30,NA,True,lorches
53,7944,truth_conditions,accidental,fungus-covered claws,generic,5,50,NA,True,zoovs
53,12297,truth_conditions,accidental,swollen ears,generic,6,10,NA,False,morseths
53,4487,truth_conditions,accidental,itchy skin,generic,7,10,NA,False,zorbs
53,5023,truth_conditions,accidental,infected scales,generic,8,90,NA,True,noobs
53,2871,truth_conditions,accidental,swollen skin,generic,9,90,NA,True,luzaks
53,4328,truth_conditions,accidental,itchy tails,generic,10,70,NA,True,plovs
